Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
HS,2016,201606,June 2016,6,1,1,Imports,76,Brazil,,842,United States of America,,,,,,,,,470730,"Paper or paperboard; waste and scrap, of paper or paperboard made mainly of mechanical pulp (eg newspapers, journals and similar printed matter)",,,,,,,174734,,44216,,,0
HS,2016,201606,June 2016,6,1,1,Imports,76,Brazil,,0,World,,,,,,,,,470730,"Paper or paperboard; waste and scrap, of paper or paperboard made mainly of mechanical pulp (eg newspapers, journals and similar printed matter)",,,,,,,174734,,44216,,,0
HS,2016,201609,September 2016,6,1,1,Imports,76,Brazil,,0,World,,,,,,,,,470730,"Paper or paperboard; waste and scrap, of paper or paperboard made mainly of mechanical pulp (eg newspapers, journals and similar printed matter)",,,,,,,225899,,55090,,,0
HS,2016,201610,October 2016,6,1,1,Imports,76,Brazil,,842,United States of America,,,,,,,,,470730,"Paper or paperboard; waste and scrap, of paper or paperboard made mainly of mechanical pulp (eg newspapers, journals and similar printed matter)",,,,,,,198059,,48514,,,0
HS,2016,201608,August 2016,6,1,1,Imports,76,Brazil,,276,Germany,,,,,,,,,470730,"Paper or paperboard; waste and scrap, of paper or paperboard made mainly of mechanical pulp (eg newspapers, journals and similar printed matter)",,,,,,,94300,,22203,,,0
HS,2016,201604,April 2016,6,1,1,Imports,76,Brazil,,528,Netherlands,,,,,,,,,470730,"Paper or paperboard; waste and scrap, of paper or paperboard made mainly of mechanical pulp (eg newspapers, journals and similar printed matter)",,,,,,,129140,,28894,,,0
HS,2016,201604,April 2016,6,1,1,Imports,76,Brazil,,152,Chile,,,,,,,,,470730,"Paper or paperboard; waste and scrap, of paper or paperboard made mainly of mechanical pulp (eg newspapers, journals and similar printed matter)",,,,,,,100000,,37751,,,0
HS,2016,201604,April 2016,6,1,1,Imports,76,Brazil,,0,World,,,,,,,,,470730,"Paper or paperboard; waste and scrap, of paper or paperboard made mainly of mechanical pulp (eg newspapers, journals and similar printed matter)",,,,,,,554052,,139783,,,0
HS,2016,201601,January 2016,6,1,1,Imports,76,Brazil,,842,United States of America,,,,,,,,,470730,"Paper or paperboard; waste and scrap, of paper or paperboard made mainly of mechanical pulp (eg newspapers, journals and similar printed matter)",,,,,,,127443,,31409,,,0
HS,2016,201609,September 2016,6,1,1,Imports,76,Brazil,,842,United States of America,,,,,,,,,470730,"Paper or paperboard; waste and scrap, of paper or paperboard made mainly of mechanical pulp (eg newspapers, journals and similar printed matter)",,,,,,,225899,,55090,,,0
HS,2016,201605,May 2016,6,1,1,Imports,76,Brazil,,842,United States of America,,,,,,,,,470730,"Paper or paperboard; waste and scrap, of paper or paperboard made mainly of mechanical pulp (eg newspapers, journals and similar printed matter)",,,,,,,49279,,11028,,,0
HS,2016,201601,January 2016,6,1,1,Imports,76,Brazil,,0,World,,,,,,,,,470730,"Paper or paperboard; waste and scrap, of paper or paperboard made mainly of mechanical pulp (eg newspapers, journals and similar printed matter)",,,,,,,127443,,31409,,,0
HS,2016,201604,April 2016,6,1,1,Imports,76,Brazil,,842,United States of America,,,,,,,,,470730,"Paper or paperboard; waste and scrap, of paper or paperboard made mainly of mechanical pulp (eg newspapers, journals and similar printed matter)",,,,,,,324912,,73138,,,0
HS,2016,201607,July 2016,6,1,1,Imports,76,Brazil,,842,United States of America,,,,,,,,,470730,"Paper or paperboard; waste and scrap, of paper or paperboard made mainly of mechanical pulp (eg newspapers, journals and similar printed matter)",,,,,,,298457,,70061,,,0
HS,2016,201607,July 2016,6,1,1,Imports,76,Brazil,,0,World,,,,,,,,,470730,"Paper or paperboard; waste and scrap, of paper or paperboard made mainly of mechanical pulp (eg newspapers, journals and similar printed matter)",,,,,,,298457,,70061,,,0
HS,2016,201605,May 2016,6,1,1,Imports,76,Brazil,,0,World,,,,,,,,,470730,"Paper or paperboard; waste and scrap, of paper or paperboard made mainly of mechanical pulp (eg newspapers, journals and similar printed matter)",,,,,,,49279,,11028,,,0
HS,2016,201609,September 2016,6,1,1,Imports,76,Brazil,,858,Uruguay,,,,,,,,,470710,"Paper or paperboard; waste and scrap, of unbleached kraft paper or paperboard or of corrugated paper or paperboard",,,,,,,370670,,74997,,,0
HS,2016,201611,November 2016,6,1,1,Imports,76,Brazil,,842,United States of America,,,,,,,,,470710,"Paper or paperboard; waste and scrap, of unbleached kraft paper or paperboard or of corrugated paper or paperboard",,,,,,,345422,,75262,,,0
HS,2016,201610,October 2016,6,1,1,Imports,76,Brazil,,0,World,,,,,,,,,470710,"Paper or paperboard; waste and scrap, of unbleached kraft paper or paperboard or of corrugated paper or paperboard",,,,,,,1405339,,284417,,,0
HS,2016,201612,December 2016,6,1,1,Imports,76,Brazil,,842,United States of America,,,,,,,,,470710,"Paper or paperboard; waste and scrap, of unbleached kraft paper or paperboard or of corrugated paper or paperboard",,,,,,,498562,,112000,,,0
HS,2016,201610,October 2016,6,1,1,Imports,76,Brazil,,858,Uruguay,,,,,,,,,470710,"Paper or paperboard; waste and scrap, of unbleached kraft paper or paperboard or of corrugated paper or paperboard",,,,,,,1168000,,230777,,,0
HS,2016,201612,December 2016,6,1,1,Imports,76,Brazil,,0,World,,,,,,,,,470710,"Paper or paperboard; waste and scrap, of unbleached kraft paper or paperboard or of corrugated paper or paperboard",,,,,,,822562,,173080,,,0
HS,2016,201608,August 2016,6,1,1,Imports,76,Brazil,,858,Uruguay,,,,,,,,,470710,"Paper or paperboard; waste and scrap, of unbleached kraft paper or paperboard or of corrugated paper or paperboard",,,,,,,648000,,128640,,,0
HS,2016,201608,August 2016,6,1,1,Imports,76,Brazil,,0,World,,,,,,,,,470710,"Paper or paperboard; waste and scrap, of unbleached kraft paper or paperboard or of corrugated paper or paperboard",,,,,,,648000,,128640,,,0
HS,2016,201612,December 2016,6,1,1,Imports,76,Brazil,,858,Uruguay,,,,,,,,,470710,"Paper or paperboard; waste and scrap, of unbleached kraft paper or paperboard or of corrugated paper or paperboard",,,,,,,324000,,61080,,,0
HS,2016,201611,November 2016,6,1,1,Imports,76,Brazil,,0,World,,,,,,,,,470710,"Paper or paperboard; waste and scrap, of unbleached kraft paper or paperboard or of corrugated paper or paperboard",,,,,,,981422,,202510,,,0
HS,2016,201609,September 2016,6,1,1,Imports,76,Brazil,,0,World,,,,,,,,,470710,"Paper or paperboard; waste and scrap, of unbleached kraft paper or paperboard or of corrugated paper or paperboard",,,,,,,370670,,74997,,,0
HS,2016,201610,October 2016,6,1,1,Imports,76,Brazil,,842,United States of America,,,,,,,,,470710,"Paper or paperboard; waste and scrap, of unbleached kraft paper or paperboard or of corrugated paper or paperboard",,,,,,,237339,,53640,,,0
HS,2016,201611,November 2016,6,1,1,Imports,76,Brazil,,858,Uruguay,,,,,,,,,470710,"Paper or paperboard; waste and scrap, of unbleached kraft paper or paperboard or of corrugated paper or paperboard",,,,,,,636000,,127248,,,0
HS,2016,201607,July 2016,6,1,1,Imports,76,Brazil,,842,United States of America,,,,,,,,,470710,"Paper or paperboard; waste and scrap, of unbleached kraft paper or paperboard or of corrugated paper or paperboard",,,,,,,13,,35,,,0
HS,2016,201607,July 2016,6,1,1,Imports,76,Brazil,,0,World,,,,,,,,,470710,"Paper or paperboard; waste and scrap, of unbleached kraft paper or paperboard or of corrugated paper or paperboard",,,,,,,13,,35,,,0
HS,2016,201609,September 2016,6,1,1,Imports,76,Brazil,,600,Paraguay,,,,,,,,,470790,"Paper or paperboard; waste and scrap, of paper or paperboard n.e.s. in heading no. 4707 and of unsorted waste and scrap",,,,,,,810000,,162100,,,0
HS,2016,201610,October 2016,6,1,1,Imports,76,Brazil,,0,World,,,,,,,,,470790,"Paper or paperboard; waste and scrap, of paper or paperboard n.e.s. in heading no. 4707 and of unsorted waste and scrap",,,,,,,446220,,105869,,,0
HS,2016,201601,January 2016,6,1,1,Imports,76,Brazil,,858,Uruguay,,,,,,,,,470790,"Paper or paperboard; waste and scrap, of paper or paperboard n.e.s. in heading no. 4707 and of unsorted waste and scrap",,,,,,,15098,,29364,,,0
HS,2016,201610,October 2016,6,1,1,Imports,76,Brazil,,214,Dominican Rep.,,,,,,,,,470790,"Paper or paperboard; waste and scrap, of paper or paperboard n.e.s. in heading no. 4707 and of unsorted waste and scrap",,,,,,,21940,,4715,,,0
HS,2016,201610,October 2016,6,1,1,Imports,76,Brazil,,600,Paraguay,,,,,,,,,470790,"Paper or paperboard; waste and scrap, of paper or paperboard n.e.s. in heading no. 4707 and of unsorted waste and scrap",,,,,,,414340,,91569,,,0
HS,2016,201603,March 2016,6,1,1,Imports,76,Brazil,,276,Germany,,,,,,,,,470790,"Paper or paperboard; waste and scrap, of paper or paperboard n.e.s. in heading no. 4707 and of unsorted waste and scrap",,,,,,,840,,5403,,,0
HS,2016,201612,December 2016,6,1,1,Imports,76,Brazil,,0,World,,,,,,,,,470790,"Paper or paperboard; waste and scrap, of paper or paperboard n.e.s. in heading no. 4707 and of unsorted waste and scrap",,,,,,,699350,,142631,,,0
HS,2016,201607,July 2016,6,1,1,Imports,76,Brazil,,600,Paraguay,,,,,,,,,470790,"Paper or paperboard; waste and scrap, of paper or paperboard n.e.s. in heading no. 4707 and of unsorted waste and scrap",,,,,,,150000,,16350,,,0
HS,2016,201608,August 2016,6,1,1,Imports,76,Brazil,,752,Sweden,,,,,,,,,470790,"Paper or paperboard; waste and scrap, of paper or paperboard n.e.s. in heading no. 4707 and of unsorted waste and scrap",,,,,,,840,,5157,,,0
HS,2016,201608,August 2016,6,1,1,Imports,76,Brazil,,600,Paraguay,,,,,,,,,470790,"Paper or paperboard; waste and scrap, of paper or paperboard n.e.s. in heading no. 4707 and of unsorted waste and scrap",,,,,,,657800,,109382,,,0
HS,2016,201608,August 2016,6,1,1,Imports,76,Brazil,,858,Uruguay,,,,,,,,,470790,"Paper or paperboard; waste and scrap, of paper or paperboard n.e.s. in heading no. 4707 and of unsorted waste and scrap",,,,,,,29928,,63115,,,0
HS,2016,201603,March 2016,6,1,1,Imports,76,Brazil,,0,World,,,,,,,,,470790,"Paper or paperboard; waste and scrap, of paper or paperboard n.e.s. in heading no. 4707 and of unsorted waste and scrap",,,,,,,353840,,64816,,,0
HS,2016,201603,March 2016,6,1,1,Imports,76,Brazil,,600,Paraguay,,,,,,,,,470790,"Paper or paperboard; waste and scrap, of paper or paperboard n.e.s. in heading no. 4707 and of unsorted waste and scrap",,,,,,,353000,,59413,,,0
HS,2016,201611,November 2016,6,1,1,Imports,76,Brazil,,276,Germany,,,,,,,,,470790,"Paper or paperboard; waste and scrap, of paper or paperboard n.e.s. in heading no. 4707 and of unsorted waste and scrap",,,,,,,1260,,3558,,,0
HS,2016,201612,December 2016,6,1,1,Imports,76,Brazil,,600,Paraguay,,,,,,,,,470790,"Paper or paperboard; waste and scrap, of paper or paperboard n.e.s. in heading no. 4707 and of unsorted waste and scrap",,,,,,,672500,,119290,,,0
HS,2016,201606,June 2016,6,1,1,Imports,76,Brazil,,0,World,,,,,,,,,470790,"Paper or paperboard; waste and scrap, of paper or paperboard n.e.s. in heading no. 4707 and of unsorted waste and scrap",,,,,,,566258,,127504,,,0
HS,2016,201608,August 2016,6,1,1,Imports,76,Brazil,,0,World,,,,,,,,,470790,"Paper or paperboard; waste and scrap, of paper or paperboard n.e.s. in heading no. 4707 and of unsorted waste and scrap",,,,,,,,,178392,,,0
HS,2016,201611,November 2016,6,1,1,Imports,76,Brazil,,0,World,,,,,,,,,470790,"Paper or paperboard; waste and scrap, of paper or paperboard n.e.s. in heading no. 4707 and of unsorted waste and scrap",,,,,,,856955,,168679,,,0
HS,2016,201608,August 2016,6,1,1,Imports,76,Brazil,,381,Italy,,,,,,,,,470790,"Paper or paperboard; waste and scrap, of paper or paperboard n.e.s. in heading no. 4707 and of unsorted waste and scrap",,,,,,,,,738,,,0
HS,2016,201609,September 2016,6,1,1,Imports,76,Brazil,,0,World,,,,,,,,,470790,"Paper or paperboard; waste and scrap, of paper or paperboard n.e.s. in heading no. 4707 and of unsorted waste and scrap",,,,,,,810420,,164749,,,0
HS,2016,201611,November 2016,6,1,1,Imports,76,Brazil,,600,Paraguay,,,,,,,,,470790,"Paper or paperboard; waste and scrap, of paper or paperboard n.e.s. in heading no. 4707 and of unsorted waste and scrap",,,,,,,841000,,134371,,,0
HS,2016,201611,November 2016,6,1,1,Imports,76,Brazil,,858,Uruguay,,,,,,,,,470790,"Paper or paperboard; waste and scrap, of paper or paperboard n.e.s. in heading no. 4707 and of unsorted waste and scrap",,,,,,,14695,,30750,,,0
HS,2016,201604,April 2016,6,1,1,Imports,76,Brazil,,858,Uruguay,,,,,,,,,470790,"Paper or paperboard; waste and scrap, of paper or paperboard n.e.s. in heading no. 4707 and of unsorted waste and scrap",,,,,,,16559,,40955,,,0
HS,2016,201604,April 2016,6,1,1,Imports,76,Brazil,,600,Paraguay,,,,,,,,,470790,"Paper or paperboard; waste and scrap, of paper or paperboard n.e.s. in heading no. 4707 and of unsorted waste and scrap",,,,,,,450000,,64431,,,0
HS,2016,201602,February 2016,6,1,1,Imports,76,Brazil,,600,Paraguay,,,,,,,,,470790,"Paper or paperboard; waste and scrap, of paper or paperboard n.e.s. in heading no. 4707 and of unsorted waste and scrap",,,,,,,431000,,61920,,,0
HS,2016,201604,April 2016,6,1,1,Imports,76,Brazil,,0,World,,,,,,,,,470790,"Paper or paperboard; waste and scrap, of paper or paperboard n.e.s. in heading no. 4707 and of unsorted waste and scrap",,,,,,,466559,,105386,,,0
HS,2016,201612,December 2016,6,1,1,Imports,76,Brazil,,724,Spain,,,,,,,,,470790,"Paper or paperboard; waste and scrap, of paper or paperboard n.e.s. in heading no. 4707 and of unsorted waste and scrap",,,,,,,26850,,23341,,,0
HS,2016,201602,February 2016,6,1,1,Imports,76,Brazil,,0,World,,,,,,,,,470790,"Paper or paperboard; waste and scrap, of paper or paperboard n.e.s. in heading no. 4707 and of unsorted waste and scrap",,,,,,,,,78599,,,0
HS,2016,201602,February 2016,6,1,1,Imports,76,Brazil,,381,Italy,,,,,,,,,470790,"Paper or paperboard; waste and scrap, of paper or paperboard n.e.s. in heading no. 4707 and of unsorted waste and scrap",,,,,,,,,268,,,0
HS,2016,201606,June 2016,6,1,1,Imports,76,Brazil,,858,Uruguay,,,,,,,,,470790,"Paper or paperboard; waste and scrap, of paper or paperboard n.e.s. in heading no. 4707 and of unsorted waste and scrap",,,,,,,15378,,29497,,,0
HS,2016,201606,June 2016,6,1,1,Imports,76,Brazil,,600,Paraguay,,,,,,,,,470790,"Paper or paperboard; waste and scrap, of paper or paperboard n.e.s. in heading no. 4707 and of unsorted waste and scrap",,,,,,,550000,,92350,,,0
HS,2016,201605,May 2016,6,1,1,Imports,76,Brazil,,600,Paraguay,,,,,,,,,470790,"Paper or paperboard; waste and scrap, of paper or paperboard n.e.s. in heading no. 4707 and of unsorted waste and scrap",,,,,,,490000,,66153,,,0
HS,2016,201609,September 2016,6,1,1,Imports,76,Brazil,,276,Germany,,,,,,,,,470790,"Paper or paperboard; waste and scrap, of paper or paperboard n.e.s. in heading no. 4707 and of unsorted waste and scrap",,,,,,,420,,2649,,,0
HS,2016,201605,May 2016,6,1,1,Imports,76,Brazil,,276,Germany,,,,,,,,,470790,"Paper or paperboard; waste and scrap, of paper or paperboard n.e.s. in heading no. 4707 and of unsorted waste and scrap",,,,,,,420,,2676,,,0
HS,2016,201601,January 2016,6,1,1,Imports,76,Brazil,,842,United States of America,,,,,,,,,470790,"Paper or paperboard; waste and scrap, of paper or paperboard n.e.s. in heading no. 4707 and of unsorted waste and scrap",,,,,,,125991,,30581,,,0
HS,2016,201602,February 2016,6,1,1,Imports,76,Brazil,,724,Spain,,,,,,,,,470790,"Paper or paperboard; waste and scrap, of paper or paperboard n.e.s. in heading no. 4707 and of unsorted waste and scrap",,,,,,,14620,,16411,,,0
HS,2016,201601,January 2016,6,1,1,Imports,76,Brazil,,0,World,,,,,,,,,470790,"Paper or paperboard; waste and scrap, of paper or paperboard n.e.s. in heading no. 4707 and of unsorted waste and scrap",,,,,,,141509,,62529,,,0
HS,2016,201601,January 2016,6,1,1,Imports,76,Brazil,,276,Germany,,,,,,,,,470790,"Paper or paperboard; waste and scrap, of paper or paperboard n.e.s. in heading no. 4707 and of unsorted waste and scrap",,,,,,,420,,2584,,,0
HS,2016,201610,October 2016,6,1,1,Imports,76,Brazil,,156,China,,,,,,,,,470790,"Paper or paperboard; waste and scrap, of paper or paperboard n.e.s. in heading no. 4707 and of unsorted waste and scrap",,,,,,,9940,,9585,,,0
HS,2016,201606,June 2016,6,1,1,Imports,76,Brazil,,276,Germany,,,,,,,,,470790,"Paper or paperboard; waste and scrap, of paper or paperboard n.e.s. in heading no. 4707 and of unsorted waste and scrap",,,,,,,840,,5160,,,0
HS,2016,201607,July 2016,6,1,1,Imports,76,Brazil,,0,World,,,,,,,,,470790,"Paper or paperboard; waste and scrap, of paper or paperboard n.e.s. in heading no. 4707 and of unsorted waste and scrap",,,,,,,150000,,16350,,,0
HS,2016,201605,May 2016,6,1,1,Imports,76,Brazil,,0,World,,,,,,,,,470790,"Paper or paperboard; waste and scrap, of paper or paperboard n.e.s. in heading no. 4707 and of unsorted waste and scrap",,,,,,,,,69110,,,0
HS,2016,201605,May 2016,6,1,1,Imports,76,Brazil,,381,Italy,,,,,,,,,470790,"Paper or paperboard; waste and scrap, of paper or paperboard n.e.s. in heading no. 4707 and of unsorted waste and scrap",,,,,,,,,281,,,0
HS,2016,201606,June 2016,6,1,1,Imports,76,Brazil,,156,China,,,,,,,,,470790,"Paper or paperboard; waste and scrap, of paper or paperboard n.e.s. in heading no. 4707 and of unsorted waste and scrap",,,,,,,40,,497,,,0
