Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
HS,2018,201807,July 2018,6,1,1,Imports,76,Brazil,,858,Uruguay,,,,,,,,,470730,"Paper or paperboard; waste and scrap, of paper or paperboard made mainly of mechanical pulp (eg newspapers, journals and similar printed matter)",,,,,,,45000,,9913,,,0
HS,2018,201812,December 2018,6,1,1,Imports,76,Brazil,,842,United States of America,,,,,,,,,470730,"Paper or paperboard; waste and scrap, of paper or paperboard made mainly of mechanical pulp (eg newspapers, journals and similar printed matter)",,,,,,,449798,,127858,,,0
HS,2018,201802,February 2018,6,1,1,Imports,76,Brazil,,0,World,,,,,,,,,470730,"Paper or paperboard; waste and scrap, of paper or paperboard made mainly of mechanical pulp (eg newspapers, journals and similar printed matter)",,,,,,,245124,,66322,,,0
HS,2018,201809,September 2018,6,1,1,Imports,76,Brazil,,0,World,,,,,,,,,470730,"Paper or paperboard; waste and scrap, of paper or paperboard made mainly of mechanical pulp (eg newspapers, journals and similar printed matter)",,,,,,,398078,,115434,,,0
HS,2018,201808,August 2018,6,1,1,Imports,76,Brazil,,842,United States of America,,,,,,,,,470730,"Paper or paperboard; waste and scrap, of paper or paperboard made mainly of mechanical pulp (eg newspapers, journals and similar printed matter)",,,,,,,568547,,161634,,,0
HS,2018,201804,April 2018,6,1,1,Imports,76,Brazil,,0,World,,,,,,,,,470730,"Paper or paperboard; waste and scrap, of paper or paperboard made mainly of mechanical pulp (eg newspapers, journals and similar printed matter)",,,,,,,297138,,77239,,,0
HS,2018,201810,October 2018,6,1,1,Imports,76,Brazil,,470,Malta,,,,,,,,,470730,"Paper or paperboard; waste and scrap, of paper or paperboard made mainly of mechanical pulp (eg newspapers, journals and similar printed matter)",,,,,,,55330,,15888,,,0
HS,2018,201810,October 2018,6,1,1,Imports,76,Brazil,,858,Uruguay,,,,,,,,,470730,"Paper or paperboard; waste and scrap, of paper or paperboard made mainly of mechanical pulp (eg newspapers, journals and similar printed matter)",,,,,,,50000,,10900,,,0
HS,2018,201801,January 2018,6,1,1,Imports,76,Brazil,,842,United States of America,,,,,,,,,470730,"Paper or paperboard; waste and scrap, of paper or paperboard made mainly of mechanical pulp (eg newspapers, journals and similar printed matter)",,,,,,,670293,,179091,,,0
HS,2018,201801,January 2018,6,1,1,Imports,76,Brazil,,0,World,,,,,,,,,470730,"Paper or paperboard; waste and scrap, of paper or paperboard made mainly of mechanical pulp (eg newspapers, journals and similar printed matter)",,,,,,,749273,,200688,,,0
HS,2018,201806,June 2018,6,1,1,Imports,76,Brazil,,842,United States of America,,,,,,,,,470730,"Paper or paperboard; waste and scrap, of paper or paperboard made mainly of mechanical pulp (eg newspapers, journals and similar printed matter)",,,,,,,198076,,54754,,,0
HS,2018,201807,July 2018,6,1,1,Imports,76,Brazil,,842,United States of America,,,,,,,,,470730,"Paper or paperboard; waste and scrap, of paper or paperboard made mainly of mechanical pulp (eg newspapers, journals and similar printed matter)",,,,,,,197904,,50382,,,0
HS,2018,201804,April 2018,6,1,1,Imports,76,Brazil,,842,United States of America,,,,,,,,,470730,"Paper or paperboard; waste and scrap, of paper or paperboard made mainly of mechanical pulp (eg newspapers, journals and similar printed matter)",,,,,,,297138,,77239,,,0
HS,2018,201806,June 2018,6,1,1,Imports,76,Brazil,,0,World,,,,,,,,,470730,"Paper or paperboard; waste and scrap, of paper or paperboard made mainly of mechanical pulp (eg newspapers, journals and similar printed matter)",,,,,,,198076,,54754,,,0
HS,2018,201807,July 2018,6,1,1,Imports,76,Brazil,,0,World,,,,,,,,,470730,"Paper or paperboard; waste and scrap, of paper or paperboard made mainly of mechanical pulp (eg newspapers, journals and similar printed matter)",,,,,,,242904,,60295,,,0
HS,2018,201808,August 2018,6,1,1,Imports,76,Brazil,,0,World,,,,,,,,,470730,"Paper or paperboard; waste and scrap, of paper or paperboard made mainly of mechanical pulp (eg newspapers, journals and similar printed matter)",,,,,,,568547,,161634,,,0
HS,2018,201812,December 2018,6,1,1,Imports,76,Brazil,,0,World,,,,,,,,,470730,"Paper or paperboard; waste and scrap, of paper or paperboard made mainly of mechanical pulp (eg newspapers, journals and similar printed matter)",,,,,,,696430,,184412,,,0
HS,2018,201811,November 2018,6,1,1,Imports,76,Brazil,,842,United States of America,,,,,,,,,470730,"Paper or paperboard; waste and scrap, of paper or paperboard made mainly of mechanical pulp (eg newspapers, journals and similar printed matter)",,,,,,,708872,,201558,,,0
HS,2018,201811,November 2018,6,1,1,Imports,76,Brazil,,0,World,,,,,,,,,470730,"Paper or paperboard; waste and scrap, of paper or paperboard made mainly of mechanical pulp (eg newspapers, journals and similar printed matter)",,,,,,,708872,,201558,,,0
HS,2018,201809,September 2018,6,1,1,Imports,76,Brazil,,842,United States of America,,,,,,,,,470730,"Paper or paperboard; waste and scrap, of paper or paperboard made mainly of mechanical pulp (eg newspapers, journals and similar printed matter)",,,,,,,398078,,115434,,,0
HS,2018,201801,January 2018,6,1,1,Imports,76,Brazil,,591,Panama,,,,,,,,,470730,"Paper or paperboard; waste and scrap, of paper or paperboard made mainly of mechanical pulp (eg newspapers, journals and similar printed matter)",,,,,,,78980,,21597,,,0
HS,2018,201803,March 2018,6,1,1,Imports,76,Brazil,,842,United States of America,,,,,,,,,470730,"Paper or paperboard; waste and scrap, of paper or paperboard made mainly of mechanical pulp (eg newspapers, journals and similar printed matter)",,,,,,,247349,,66857,,,0
HS,2018,201805,May 2018,6,1,1,Imports,76,Brazil,,842,United States of America,,,,,,,,,470730,"Paper or paperboard; waste and scrap, of paper or paperboard made mainly of mechanical pulp (eg newspapers, journals and similar printed matter)",,,,,,,391642,,100865,,,0
HS,2018,201803,March 2018,6,1,1,Imports,76,Brazil,,0,World,,,,,,,,,470710,"Paper or paperboard; waste and scrap, of unbleached kraft paper or paperboard or of corrugated paper or paperboard",,,,,,,313500,,58740,,,0
HS,2018,201806,June 2018,6,1,1,Imports,76,Brazil,,214,Dominican Rep.,,,,,,,,,470710,"Paper or paperboard; waste and scrap, of unbleached kraft paper or paperboard or of corrugated paper or paperboard",,,,,,,519120,,108319,,,0
HS,2018,201806,June 2018,6,1,1,Imports,76,Brazil,,858,Uruguay,,,,,,,,,470710,"Paper or paperboard; waste and scrap, of unbleached kraft paper or paperboard or of corrugated paper or paperboard",,,,,,,492000,,89759,,,0
HS,2018,201805,May 2018,6,1,1,Imports,76,Brazil,,0,World,,,,,,,,,470710,"Paper or paperboard; waste and scrap, of unbleached kraft paper or paperboard or of corrugated paper or paperboard",,,,,,,468000,,81792,,,0
HS,2018,201810,October 2018,6,1,1,Imports,76,Brazil,,842,United States of America,,,,,,,,,470710,"Paper or paperboard; waste and scrap, of unbleached kraft paper or paperboard or of corrugated paper or paperboard",,,,,,,610850,,122886,,,0
HS,2018,201802,February 2018,6,1,1,Imports,76,Brazil,,858,Uruguay,,,,,,,,,470710,"Paper or paperboard; waste and scrap, of unbleached kraft paper or paperboard or of corrugated paper or paperboard",,,,,,,162000,,29730,,,0
HS,2018,201811,November 2018,6,1,1,Imports,76,Brazil,,320,Guatemala,,,,,,,,,470710,"Paper or paperboard; waste and scrap, of unbleached kraft paper or paperboard or of corrugated paper or paperboard",,,,,,,22234,,6424,,,0
HS,2018,201811,November 2018,6,1,1,Imports,76,Brazil,,858,Uruguay,,,,,,,,,470710,"Paper or paperboard; waste and scrap, of unbleached kraft paper or paperboard or of corrugated paper or paperboard",,,,,,,357000,,69664,,,0
HS,2018,201809,September 2018,6,1,1,Imports,76,Brazil,,858,Uruguay,,,,,,,,,470710,"Paper or paperboard; waste and scrap, of unbleached kraft paper or paperboard or of corrugated paper or paperboard",,,,,,,306000,,59712,,,0
HS,2018,201812,December 2018,6,1,1,Imports,76,Brazil,,214,Dominican Rep.,,,,,,,,,470710,"Paper or paperboard; waste and scrap, of unbleached kraft paper or paperboard or of corrugated paper or paperboard",,,,,,,430360,,89632,,,0
HS,2018,201812,December 2018,6,1,1,Imports,76,Brazil,,858,Uruguay,,,,,,,,,470710,"Paper or paperboard; waste and scrap, of unbleached kraft paper or paperboard or of corrugated paper or paperboard",,,,,,,573000,,114056,,,0
HS,2018,201802,February 2018,6,1,1,Imports,76,Brazil,,842,United States of America,,,,,,,,,470710,"Paper or paperboard; waste and scrap, of unbleached kraft paper or paperboard or of corrugated paper or paperboard",,,,,,,122244,,19933,,,0
HS,2018,201807,July 2018,6,1,1,Imports,76,Brazil,,214,Dominican Rep.,,,,,,,,,470710,"Paper or paperboard; waste and scrap, of unbleached kraft paper or paperboard or of corrugated paper or paperboard",,,,,,,200760,,37760,,,0
HS,2018,201807,July 2018,6,1,1,Imports,76,Brazil,,858,Uruguay,,,,,,,,,470710,"Paper or paperboard; waste and scrap, of unbleached kraft paper or paperboard or of corrugated paper or paperboard",,,,,,,798000,,147941,,,0
HS,2018,201802,February 2018,6,1,1,Imports,76,Brazil,,0,World,,,,,,,,,470710,"Paper or paperboard; waste and scrap, of unbleached kraft paper or paperboard or of corrugated paper or paperboard",,,,,,,284244,,49663,,,0
HS,2018,201809,September 2018,6,1,1,Imports,76,Brazil,,0,World,,,,,,,,,470710,"Paper or paperboard; waste and scrap, of unbleached kraft paper or paperboard or of corrugated paper or paperboard",,,,,,,1092574,,219181,,,0
HS,2018,201808,August 2018,6,1,1,Imports,76,Brazil,,842,United States of America,,,,,,,,,470710,"Paper or paperboard; waste and scrap, of unbleached kraft paper or paperboard or of corrugated paper or paperboard",,,,,,,774089,,159515,,,0
HS,2018,201803,March 2018,6,1,1,Imports,76,Brazil,,858,Uruguay,,,,,,,,,470710,"Paper or paperboard; waste and scrap, of unbleached kraft paper or paperboard or of corrugated paper or paperboard",,,,,,,313500,,58740,,,0
HS,2018,201805,May 2018,6,1,1,Imports,76,Brazil,,858,Uruguay,,,,,,,,,470710,"Paper or paperboard; waste and scrap, of unbleached kraft paper or paperboard or of corrugated paper or paperboard",,,,,,,468000,,81792,,,0
HS,2018,201804,April 2018,6,1,1,Imports,76,Brazil,,0,World,,,,,,,,,470710,"Paper or paperboard; waste and scrap, of unbleached kraft paper or paperboard or of corrugated paper or paperboard",,,,,,,1068000,,193831,,,0
HS,2018,201810,October 2018,6,1,1,Imports,76,Brazil,,858,Uruguay,,,,,,,,,470710,"Paper or paperboard; waste and scrap, of unbleached kraft paper or paperboard or of corrugated paper or paperboard",,,,,,,612000,,119424,,,0
HS,2018,201801,January 2018,6,1,1,Imports,76,Brazil,,842,United States of America,,,,,,,,,470710,"Paper or paperboard; waste and scrap, of unbleached kraft paper or paperboard or of corrugated paper or paperboard",,,,,,,357524,,81584,,,0
HS,2018,201801,January 2018,6,1,1,Imports,76,Brazil,,0,World,,,,,,,,,470710,"Paper or paperboard; waste and scrap, of unbleached kraft paper or paperboard or of corrugated paper or paperboard",,,,,,,1013024,,202402,,,0
HS,2018,201806,June 2018,6,1,1,Imports,76,Brazil,,842,United States of America,,,,,,,,,470710,"Paper or paperboard; waste and scrap, of unbleached kraft paper or paperboard or of corrugated paper or paperboard",,,,,,,378206,,75499,,,0
HS,2018,201807,July 2018,6,1,1,Imports,76,Brazil,,842,United States of America,,,,,,,,,470710,"Paper or paperboard; waste and scrap, of unbleached kraft paper or paperboard or of corrugated paper or paperboard",,,,,,,2308829,,465443,,,0
HS,2018,201810,October 2018,6,1,1,Imports,76,Brazil,,0,World,,,,,,,,,470710,"Paper or paperboard; waste and scrap, of unbleached kraft paper or paperboard or of corrugated paper or paperboard",,,,,,,,,242357,,,0
HS,2018,201810,October 2018,6,1,1,Imports,76,Brazil,,392,Japan,,,,,,,,,470710,"Paper or paperboard; waste and scrap, of unbleached kraft paper or paperboard or of corrugated paper or paperboard",,,,,,,,,47,,,0
HS,2018,201806,June 2018,6,1,1,Imports,76,Brazil,,0,World,,,,,,,,,470710,"Paper or paperboard; waste and scrap, of unbleached kraft paper or paperboard or of corrugated paper or paperboard",,,,,,,1389326,,273577,,,0
HS,2018,201807,July 2018,6,1,1,Imports,76,Brazil,,0,World,,,,,,,,,470710,"Paper or paperboard; waste and scrap, of unbleached kraft paper or paperboard or of corrugated paper or paperboard",,,,,,,3307589,,651144,,,0
HS,2018,201804,April 2018,6,1,1,Imports,76,Brazil,,858,Uruguay,,,,,,,,,470710,"Paper or paperboard; waste and scrap, of unbleached kraft paper or paperboard or of corrugated paper or paperboard",,,,,,,1068000,,193831,,,0
HS,2018,201808,August 2018,6,1,1,Imports,76,Brazil,,0,World,,,,,,,,,470710,"Paper or paperboard; waste and scrap, of unbleached kraft paper or paperboard or of corrugated paper or paperboard",,,,,,,1681449,,325808,,,0
HS,2018,201812,December 2018,6,1,1,Imports,76,Brazil,,0,World,,,,,,,,,470710,"Paper or paperboard; waste and scrap, of unbleached kraft paper or paperboard or of corrugated paper or paperboard",,,,,,,1003360,,203688,,,0
HS,2018,201811,November 2018,6,1,1,Imports,76,Brazil,,0,World,,,,,,,,,470710,"Paper or paperboard; waste and scrap, of unbleached kraft paper or paperboard or of corrugated paper or paperboard",,,,,,,379234,,76088,,,0
HS,2018,201809,September 2018,6,1,1,Imports,76,Brazil,,842,United States of America,,,,,,,,,470710,"Paper or paperboard; waste and scrap, of unbleached kraft paper or paperboard or of corrugated paper or paperboard",,,,,,,786574,,159469,,,0
HS,2018,201801,January 2018,6,1,1,Imports,76,Brazil,,858,Uruguay,,,,,,,,,470710,"Paper or paperboard; waste and scrap, of unbleached kraft paper or paperboard or of corrugated paper or paperboard",,,,,,,655500,,120818,,,0
HS,2018,201808,August 2018,6,1,1,Imports,76,Brazil,,214,Dominican Rep.,,,,,,,,,470710,"Paper or paperboard; waste and scrap, of unbleached kraft paper or paperboard or of corrugated paper or paperboard",,,,,,,226360,,42689,,,0
HS,2018,201808,August 2018,6,1,1,Imports,76,Brazil,,858,Uruguay,,,,,,,,,470710,"Paper or paperboard; waste and scrap, of unbleached kraft paper or paperboard or of corrugated paper or paperboard",,,,,,,681000,,123604,,,0
HS,2018,201803,March 2018,6,1,1,Imports,76,Brazil,,0,World,,,,,,,,,470790,"Paper or paperboard; waste and scrap, of paper or paperboard n.e.s. in heading no. 4707 and of unsorted waste and scrap",,,,,,,672000,,117946,,,0
HS,2018,201806,June 2018,6,1,1,Imports,76,Brazil,,600,Paraguay,,,,,,,,,470790,"Paper or paperboard; waste and scrap, of paper or paperboard n.e.s. in heading no. 4707 and of unsorted waste and scrap",,,,,,,753500,,141285,,,0
HS,2018,201805,May 2018,6,1,1,Imports,76,Brazil,,0,World,,,,,,,,,470790,"Paper or paperboard; waste and scrap, of paper or paperboard n.e.s. in heading no. 4707 and of unsorted waste and scrap",,,,,,,539072,,130551,,,0
HS,2018,201802,February 2018,6,1,1,Imports,76,Brazil,,600,Paraguay,,,,,,,,,470790,"Paper or paperboard; waste and scrap, of paper or paperboard n.e.s. in heading no. 4707 and of unsorted waste and scrap",,,,,,,672000,,118324,,,0
HS,2018,201810,October 2018,6,1,1,Imports,76,Brazil,,0,World,,,,,,,,,470790,"Paper or paperboard; waste and scrap, of paper or paperboard n.e.s. in heading no. 4707 and of unsorted waste and scrap",,,,,,,657500,,111398,,,0
HS,2018,201811,November 2018,6,1,1,Imports,76,Brazil,,152,Chile,,,,,,,,,470790,"Paper or paperboard; waste and scrap, of paper or paperboard n.e.s. in heading no. 4707 and of unsorted waste and scrap",,,,,,,63370,,12356,,,0
HS,2018,201811,November 2018,6,1,1,Imports,76,Brazil,,600,Paraguay,,,,,,,,,470790,"Paper or paperboard; waste and scrap, of paper or paperboard n.e.s. in heading no. 4707 and of unsorted waste and scrap",,,,,,,155000,,28400,,,0
HS,2018,201811,November 2018,6,1,1,Imports,76,Brazil,,858,Uruguay,,,,,,,,,470790,"Paper or paperboard; waste and scrap, of paper or paperboard n.e.s. in heading no. 4707 and of unsorted waste and scrap",,,,,,,10626,,20143,,,0
HS,2018,201809,September 2018,6,1,1,Imports,76,Brazil,,600,Paraguay,,,,,,,,,470790,"Paper or paperboard; waste and scrap, of paper or paperboard n.e.s. in heading no. 4707 and of unsorted waste and scrap",,,,,,,439500,,93373,,,0
HS,2018,201812,December 2018,6,1,1,Imports,76,Brazil,,600,Paraguay,,,,,,,,,470790,"Paper or paperboard; waste and scrap, of paper or paperboard n.e.s. in heading no. 4707 and of unsorted waste and scrap",,,,,,,55000,,17500,,,0
HS,2018,201807,July 2018,6,1,1,Imports,76,Brazil,,600,Paraguay,,,,,,,,,470790,"Paper or paperboard; waste and scrap, of paper or paperboard n.e.s. in heading no. 4707 and of unsorted waste and scrap",,,,,,,557000,,125503,,,0
HS,2018,201802,February 2018,6,1,1,Imports,76,Brazil,,0,World,,,,,,,,,470790,"Paper or paperboard; waste and scrap, of paper or paperboard n.e.s. in heading no. 4707 and of unsorted waste and scrap",,,,,,,672000,,118324,,,0
HS,2018,201809,September 2018,6,1,1,Imports,76,Brazil,,0,World,,,,,,,,,470790,"Paper or paperboard; waste and scrap, of paper or paperboard n.e.s. in heading no. 4707 and of unsorted waste and scrap",,,,,,,439500,,93373,,,0
HS,2018,201808,August 2018,6,1,1,Imports,76,Brazil,,842,United States of America,,,,,,,,,470790,"Paper or paperboard; waste and scrap, of paper or paperboard n.e.s. in heading no. 4707 and of unsorted waste and scrap",,,,,,,73500,,10508,,,0
HS,2018,201803,March 2018,6,1,1,Imports,76,Brazil,,600,Paraguay,,,,,,,,,470790,"Paper or paperboard; waste and scrap, of paper or paperboard n.e.s. in heading no. 4707 and of unsorted waste and scrap",,,,,,,672000,,117946,,,0
HS,2018,201805,May 2018,6,1,1,Imports,76,Brazil,,858,Uruguay,,,,,,,,,470790,"Paper or paperboard; waste and scrap, of paper or paperboard n.e.s. in heading no. 4707 and of unsorted waste and scrap",,,,,,,11572,,23966,,,0
HS,2018,201805,May 2018,6,1,1,Imports,76,Brazil,,600,Paraguay,,,,,,,,,470790,"Paper or paperboard; waste and scrap, of paper or paperboard n.e.s. in heading no. 4707 and of unsorted waste and scrap",,,,,,,527500,,106585,,,0
HS,2018,201804,April 2018,6,1,1,Imports,76,Brazil,,0,World,,,,,,,,,470790,"Paper or paperboard; waste and scrap, of paper or paperboard n.e.s. in heading no. 4707 and of unsorted waste and scrap",,,,,,,329099,,82393,,,0
HS,2018,201810,October 2018,6,1,1,Imports,76,Brazil,,600,Paraguay,,,,,,,,,470790,"Paper or paperboard; waste and scrap, of paper or paperboard n.e.s. in heading no. 4707 and of unsorted waste and scrap",,,,,,,657500,,111398,,,0
HS,2018,201808,August 2018,6,1,1,Imports,76,Brazil,,156,China,,,,,,,,,470790,"Paper or paperboard; waste and scrap, of paper or paperboard n.e.s. in heading no. 4707 and of unsorted waste and scrap",,,,,,,9833,,11134,,,0
HS,2018,201801,January 2018,6,1,1,Imports,76,Brazil,,0,World,,,,,,,,,470790,"Paper or paperboard; waste and scrap, of paper or paperboard n.e.s. in heading no. 4707 and of unsorted waste and scrap",,,,,,,472000,,86942,,,0
HS,2018,201807,July 2018,6,1,1,Imports,76,Brazil,,842,United States of America,,,,,,,,,470790,"Paper or paperboard; waste and scrap, of paper or paperboard n.e.s. in heading no. 4707 and of unsorted waste and scrap",,,,,,,95500,,13416,,,0
HS,2018,201807,July 2018,6,1,1,Imports,76,Brazil,,0,World,,,,,,,,,470790,"Paper or paperboard; waste and scrap, of paper or paperboard n.e.s. in heading no. 4707 and of unsorted waste and scrap",,,,,,,662800,,141112,,,0
HS,2018,201807,July 2018,6,1,1,Imports,76,Brazil,,276,Germany,,,,,,,,,470790,"Paper or paperboard; waste and scrap, of paper or paperboard n.e.s. in heading no. 4707 and of unsorted waste and scrap",,,,,,,10300,,2193,,,0
HS,2018,201806,June 2018,6,1,1,Imports,76,Brazil,,0,World,,,,,,,,,470790,"Paper or paperboard; waste and scrap, of paper or paperboard n.e.s. in heading no. 4707 and of unsorted waste and scrap",,,,,,,753500,,141285,,,0
HS,2018,201804,April 2018,6,1,1,Imports,76,Brazil,,600,Paraguay,,,,,,,,,470790,"Paper or paperboard; waste and scrap, of paper or paperboard n.e.s. in heading no. 4707 and of unsorted waste and scrap",,,,,,,230000,,31700,,,0
HS,2018,201804,April 2018,6,1,1,Imports,76,Brazil,,591,Panama,,,,,,,,,470790,"Paper or paperboard; waste and scrap, of paper or paperboard n.e.s. in heading no. 4707 and of unsorted waste and scrap",,,,,,,47499,,10802,,,0
HS,2018,201804,April 2018,6,1,1,Imports,76,Brazil,,246,Finland,,,,,,,,,470790,"Paper or paperboard; waste and scrap, of paper or paperboard n.e.s. in heading no. 4707 and of unsorted waste and scrap",,,,,,,51600,,39891,,,0
HS,2018,201808,August 2018,6,1,1,Imports,76,Brazil,,0,World,,,,,,,,,470790,"Paper or paperboard; waste and scrap, of paper or paperboard n.e.s. in heading no. 4707 and of unsorted waste and scrap",,,,,,,776900,,171183,,,0
HS,2018,201812,December 2018,6,1,1,Imports,76,Brazil,,0,World,,,,,,,,,470790,"Paper or paperboard; waste and scrap, of paper or paperboard n.e.s. in heading no. 4707 and of unsorted waste and scrap",,,,,,,55000,,17500,,,0
HS,2018,201811,November 2018,6,1,1,Imports,76,Brazil,,0,World,,,,,,,,,470790,"Paper or paperboard; waste and scrap, of paper or paperboard n.e.s. in heading no. 4707 and of unsorted waste and scrap",,,,,,,228996,,60899,,,0
HS,2018,201801,January 2018,6,1,1,Imports,76,Brazil,,600,Paraguay,,,,,,,,,470790,"Paper or paperboard; waste and scrap, of paper or paperboard n.e.s. in heading no. 4707 and of unsorted waste and scrap",,,,,,,472000,,86942,,,0
HS,2018,201808,August 2018,6,1,1,Imports,76,Brazil,,858,Uruguay,,,,,,,,,470790,"Paper or paperboard; waste and scrap, of paper or paperboard n.e.s. in heading no. 4707 and of unsorted waste and scrap",,,,,,,10167,,16814,,,0
HS,2018,201808,August 2018,6,1,1,Imports,76,Brazil,,600,Paraguay,,,,,,,,,470790,"Paper or paperboard; waste and scrap, of paper or paperboard n.e.s. in heading no. 4707 and of unsorted waste and scrap",,,,,,,683400,,132727,,,0
