Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
HS,2019,201906,June 2019,6,1,1,Imports,76,Brazil,,858,Uruguay,,,,,,,,,470710,"Paper or paperboard; waste and scrap, of unbleached kraft paper or paperboard or of corrugated paper or paperboard",,,,,,,108000,,19860,,,0
HS,2019,201912,December 2019,6,1,1,Imports,76,Brazil,,842,United States of America,,,,,,,,,470710,"Paper or paperboard; waste and scrap, of unbleached kraft paper or paperboard or of corrugated paper or paperboard",,,,,,,1755090,,276159,,,0
HS,2019,201910,October 2019,6,1,1,Imports,76,Brazil,,558,Nicaragua,,,,,,,,,470710,"Paper or paperboard; waste and scrap, of unbleached kraft paper or paperboard or of corrugated paper or paperboard",,,,,,,107935,,18873,,,0
HS,2019,201910,October 2019,6,1,1,Imports,76,Brazil,,858,Uruguay,,,,,,,,,470710,"Paper or paperboard; waste and scrap, of unbleached kraft paper or paperboard or of corrugated paper or paperboard",,,,,,,26000,,3100,,,0
HS,2019,201910,October 2019,6,1,1,Imports,76,Brazil,,124,Canada,,,,,,,,,470710,"Paper or paperboard; waste and scrap, of unbleached kraft paper or paperboard or of corrugated paper or paperboard",,,,,,,46811,,7207,,,0
HS,2019,201904,April 2019,6,1,1,Imports,76,Brazil,,214,Dominican Rep.,,,,,,,,,470710,"Paper or paperboard; waste and scrap, of unbleached kraft paper or paperboard or of corrugated paper or paperboard",,,,,,,445850,,74218,,,0
HS,2019,201904,April 2019,6,1,1,Imports,76,Brazil,,858,Uruguay,,,,,,,,,470710,"Paper or paperboard; waste and scrap, of unbleached kraft paper or paperboard or of corrugated paper or paperboard",,,,,,,183000,,35984,,,0
HS,2019,201912,December 2019,6,1,1,Imports,76,Brazil,,0,World,,,,,,,,,470790,"Paper or paperboard; waste and scrap, of paper or paperboard n.e.s. in heading no. 4707 and of unsorted waste and scrap",,,,,,,479199,,61982,,,0
HS,2019,201905,May 2019,6,1,1,Imports,76,Brazil,,600,Paraguay,,,,,,,,,470790,"Paper or paperboard; waste and scrap, of paper or paperboard n.e.s. in heading no. 4707 and of unsorted waste and scrap",,,,,,,191500,,36003,,,0
HS,2019,201905,May 2019,6,1,1,Imports,76,Brazil,,858,Uruguay,,,,,,,,,470790,"Paper or paperboard; waste and scrap, of paper or paperboard n.e.s. in heading no. 4707 and of unsorted waste and scrap",,,,,,,14160,,25092,,,0
HS,2019,201910,October 2019,6,1,1,Imports,76,Brazil,,842,United States of America,,,,,,,,,470790,"Paper or paperboard; waste and scrap, of paper or paperboard n.e.s. in heading no. 4707 and of unsorted waste and scrap",,,,,,,100240,,18019,,,0
HS,2019,201902,February 2019,6,1,1,Imports,76,Brazil,,0,World,,,,,,,,,470790,"Paper or paperboard; waste and scrap, of paper or paperboard n.e.s. in heading no. 4707 and of unsorted waste and scrap",,,,,,,120536,,32049,,,0
HS,2019,201909,September 2019,6,1,1,Imports,76,Brazil,,152,Chile,,,,,,,,,470790,"Paper or paperboard; waste and scrap, of paper or paperboard n.e.s. in heading no. 4707 and of unsorted waste and scrap",,,,,,,401760,,63817,,,0
HS,2019,201909,September 2019,6,1,1,Imports,76,Brazil,,600,Paraguay,,,,,,,,,470790,"Paper or paperboard; waste and scrap, of paper or paperboard n.e.s. in heading no. 4707 and of unsorted waste and scrap",,,,,,,54000,,1520,,,0
HS,2019,201911,November 2019,6,1,1,Imports,76,Brazil,,0,World,,,,,,,,,470790,"Paper or paperboard; waste and scrap, of paper or paperboard n.e.s. in heading no. 4707 and of unsorted waste and scrap",,,,,,,13345,,20745,,,0
HS,2019,201910,October 2019,6,1,1,Imports,76,Brazil,,0,World,,,,,,,,,470790,"Paper or paperboard; waste and scrap, of paper or paperboard n.e.s. in heading no. 4707 and of unsorted waste and scrap",,,,,,,400240,,54019,,,0
HS,2019,201906,June 2019,6,1,1,Imports,76,Brazil,,858,Uruguay,,,,,,,,,470790,"Paper or paperboard; waste and scrap, of paper or paperboard n.e.s. in heading no. 4707 and of unsorted waste and scrap",,,,,,,11713,,20163,,,0
HS,2019,201906,June 2019,6,1,1,Imports,76,Brazil,,600,Paraguay,,,,,,,,,470790,"Paper or paperboard; waste and scrap, of paper or paperboard n.e.s. in heading no. 4707 and of unsorted waste and scrap",,,,,,,110000,,32129,,,0
HS,2019,201904,April 2019,6,1,1,Imports,76,Brazil,,276,Germany,,,,,,,,,470790,"Paper or paperboard; waste and scrap, of paper or paperboard n.e.s. in heading no. 4707 and of unsorted waste and scrap",,,,,,,5846,,964,,,0
HS,2019,201910,October 2019,6,1,1,Imports,76,Brazil,,600,Paraguay,,,,,,,,,470790,"Paper or paperboard; waste and scrap, of paper or paperboard n.e.s. in heading no. 4707 and of unsorted waste and scrap",,,,,,,300000,,36000,,,0
HS,2019,201904,April 2019,6,1,1,Imports,76,Brazil,,600,Paraguay,,,,,,,,,470790,"Paper or paperboard; waste and scrap, of paper or paperboard n.e.s. in heading no. 4707 and of unsorted waste and scrap",,,,,,,224000,,36939,,,0
HS,2019,201912,December 2019,6,1,1,Imports,76,Brazil,,858,Uruguay,,,,,,,,,470790,"Paper or paperboard; waste and scrap, of paper or paperboard n.e.s. in heading no. 4707 and of unsorted waste and scrap",,,,,,,9499,,8084,,,0
HS,2019,201905,May 2019,6,1,1,Imports,76,Brazil,,276,Germany,,,,,,,,,470790,"Paper or paperboard; waste and scrap, of paper or paperboard n.e.s. in heading no. 4707 and of unsorted waste and scrap",,,,,,,5598,,1663,,,0
HS,2019,201904,April 2019,6,1,1,Imports,76,Brazil,,0,World,,,,,,,,,470790,"Paper or paperboard; waste and scrap, of paper or paperboard n.e.s. in heading no. 4707 and of unsorted waste and scrap",,,,,,,,,40302,,,0
HS,2019,201904,April 2019,6,1,1,Imports,76,Brazil,,392,Japan,,,,,,,,,470790,"Paper or paperboard; waste and scrap, of paper or paperboard n.e.s. in heading no. 4707 and of unsorted waste and scrap",,,,,,,,,2399,,,0
HS,2019,201901,January 2019,6,1,1,Imports,76,Brazil,,842,United States of America,,,,,,,,,470720,"Paper or paperboard; waste and scrap, of paper or paperboard made mainly of bleached chemical pulp, not coloured in the mass",,,,,,,49596,,17628,,,0
HS,2019,201907,July 2019,6,1,1,Imports,76,Brazil,,0,World,,,,,,,,,470790,"Paper or paperboard; waste and scrap, of paper or paperboard n.e.s. in heading no. 4707 and of unsorted waste and scrap",,,,,,,395480,,44734,,,0
HS,2019,201903,March 2019,6,1,1,Imports,76,Brazil,,0,World,,,,,,,,,470790,"Paper or paperboard; waste and scrap, of paper or paperboard n.e.s. in heading no. 4707 and of unsorted waste and scrap",,,,,,,236849,,70713,,,0
HS,2019,201906,June 2019,6,1,1,Imports,76,Brazil,,0,World,,,,,,,,,470790,"Paper or paperboard; waste and scrap, of paper or paperboard n.e.s. in heading no. 4707 and of unsorted waste and scrap",,,,,,,121713,,52292,,,0
HS,2019,201907,July 2019,6,1,1,Imports,76,Brazil,,152,Chile,,,,,,,,,470790,"Paper or paperboard; waste and scrap, of paper or paperboard n.e.s. in heading no. 4707 and of unsorted waste and scrap",,,,,,,181980,,21034,,,0
HS,2019,201907,July 2019,6,1,1,Imports,76,Brazil,,600,Paraguay,,,,,,,,,470790,"Paper or paperboard; waste and scrap, of paper or paperboard n.e.s. in heading no. 4707 and of unsorted waste and scrap",,,,,,,213500,,23700,,,0
HS,2019,201905,May 2019,6,1,1,Imports,76,Brazil,,0,World,,,,,,,,,470790,"Paper or paperboard; waste and scrap, of paper or paperboard n.e.s. in heading no. 4707 and of unsorted waste and scrap",,,,,,,211258,,62758,,,0
HS,2019,201903,March 2019,6,1,1,Imports,76,Brazil,,600,Paraguay,,,,,,,,,470790,"Paper or paperboard; waste and scrap, of paper or paperboard n.e.s. in heading no. 4707 and of unsorted waste and scrap",,,,,,,218000,,43500,,,0
HS,2019,201903,March 2019,6,1,1,Imports,76,Brazil,,858,Uruguay,,,,,,,,,470790,"Paper or paperboard; waste and scrap, of paper or paperboard n.e.s. in heading no. 4707 and of unsorted waste and scrap",,,,,,,13645,,21333,,,0
HS,2019,201901,January 2019,6,1,1,Imports,76,Brazil,,600,Paraguay,,,,,,,,,470790,"Paper or paperboard; waste and scrap, of paper or paperboard n.e.s. in heading no. 4707 and of unsorted waste and scrap",,,,,,,27500,,8750,,,0
HS,2019,201909,September 2019,6,1,1,Imports,76,Brazil,,0,World,,,,,,,,,470790,"Paper or paperboard; waste and scrap, of paper or paperboard n.e.s. in heading no. 4707 and of unsorted waste and scrap",,,,,,,455760,,65337,,,0
HS,2019,201911,November 2019,6,1,1,Imports,76,Brazil,,858,Uruguay,,,,,,,,,470790,"Paper or paperboard; waste and scrap, of paper or paperboard n.e.s. in heading no. 4707 and of unsorted waste and scrap",,,,,,,13345,,20745,,,0
HS,2019,201902,February 2019,6,1,1,Imports,76,Brazil,,858,Uruguay,,,,,,,,,470790,"Paper or paperboard; waste and scrap, of paper or paperboard n.e.s. in heading no. 4707 and of unsorted waste and scrap",,,,,,,11536,,13129,,,0
HS,2019,201902,February 2019,6,1,1,Imports,76,Brazil,,600,Paraguay,,,,,,,,,470790,"Paper or paperboard; waste and scrap, of paper or paperboard n.e.s. in heading no. 4707 and of unsorted waste and scrap",,,,,,,109000,,18920,,,0
HS,2019,201903,March 2019,6,1,1,Imports,76,Brazil,,156,China,,,,,,,,,470790,"Paper or paperboard; waste and scrap, of paper or paperboard n.e.s. in heading no. 4707 and of unsorted waste and scrap",,,,,,,5204,,5880,,,0
HS,2019,201908,August 2019,6,1,1,Imports,76,Brazil,,0,World,,,,,,,,,470790,"Paper or paperboard; waste and scrap, of paper or paperboard n.e.s. in heading no. 4707 and of unsorted waste and scrap",,,,,,,95349,,40055,,,0
HS,2019,201912,December 2019,6,1,1,Imports,76,Brazil,,600,Paraguay,,,,,,,,,470790,"Paper or paperboard; waste and scrap, of paper or paperboard n.e.s. in heading no. 4707 and of unsorted waste and scrap",,,,,,,469700,,53898,,,0
HS,2019,201901,January 2019,6,1,1,Imports,76,Brazil,,0,World,,,,,,,,,470720,"Paper or paperboard; waste and scrap, of paper or paperboard made mainly of bleached chemical pulp, not coloured in the mass",,,,,,,49596,,17628,,,0
HS,2019,201901,January 2019,6,1,1,Imports,76,Brazil,,0,World,,,,,,,,,470790,"Paper or paperboard; waste and scrap, of paper or paperboard n.e.s. in heading no. 4707 and of unsorted waste and scrap",,,,,,,27500,,8750,,,0
HS,2019,201908,August 2019,6,1,1,Imports,76,Brazil,,600,Paraguay,,,,,,,,,470790,"Paper or paperboard; waste and scrap, of paper or paperboard n.e.s. in heading no. 4707 and of unsorted waste and scrap",,,,,,,81500,,16200,,,0
HS,2019,201908,August 2019,6,1,1,Imports,76,Brazil,,858,Uruguay,,,,,,,,,470790,"Paper or paperboard; waste and scrap, of paper or paperboard n.e.s. in heading no. 4707 and of unsorted waste and scrap",,,,,,,13849,,23855,,,0
HS,2019,201907,July 2019,6,1,1,Imports,76,Brazil,,842,United States of America,,,,,,,,,470710,"Paper or paperboard; waste and scrap, of unbleached kraft paper or paperboard or of corrugated paper or paperboard",,,,,,,1039948,,158561,,,0
HS,2019,201907,July 2019,6,1,1,Imports,76,Brazil,,0,World,,,,,,,,,470710,"Paper or paperboard; waste and scrap, of unbleached kraft paper or paperboard or of corrugated paper or paperboard",,,,,,,2262728,,383039,,,0
HS,2019,201906,June 2019,6,1,1,Imports,76,Brazil,,0,World,,,,,,,,,470710,"Paper or paperboard; waste and scrap, of unbleached kraft paper or paperboard or of corrugated paper or paperboard",,,,,,,108087,,19876,,,0
HS,2019,201903,March 2019,6,1,1,Imports,76,Brazil,,0,World,,,,,,,,,470710,"Paper or paperboard; waste and scrap, of unbleached kraft paper or paperboard or of corrugated paper or paperboard",,,,,,,204000,,39808,,,0
HS,2019,201907,July 2019,6,1,1,Imports,76,Brazil,,858,Uruguay,,,,,,,,,470710,"Paper or paperboard; waste and scrap, of unbleached kraft paper or paperboard or of corrugated paper or paperboard",,,,,,,50000,,9250,,,0
HS,2019,201907,July 2019,6,1,1,Imports,76,Brazil,,214,Dominican Rep.,,,,,,,,,470710,"Paper or paperboard; waste and scrap, of unbleached kraft paper or paperboard or of corrugated paper or paperboard",,,,,,,1172780,,215228,,,0
HS,2019,201909,September 2019,6,1,1,Imports,76,Brazil,,842,United States of America,,,,,,,,,470710,"Paper or paperboard; waste and scrap, of unbleached kraft paper or paperboard or of corrugated paper or paperboard",,,,,,,660929,,89875,,,0
HS,2019,201901,January 2019,6,1,1,Imports,76,Brazil,,276,Germany,,,,,,,,,470710,"Paper or paperboard; waste and scrap, of unbleached kraft paper or paperboard or of corrugated paper or paperboard",,,,,,,10523,,1440,,,0
HS,2019,201906,June 2019,6,1,1,Imports,76,Brazil,,392,Japan,,,,,,,,,470710,"Paper or paperboard; waste and scrap, of unbleached kraft paper or paperboard or of corrugated paper or paperboard",,,,,,,87,,16,,,0
HS,2019,201912,December 2019,6,1,1,Imports,76,Brazil,,0,World,,,,,,,,,470710,"Paper or paperboard; waste and scrap, of unbleached kraft paper or paperboard or of corrugated paper or paperboard",,,,,,,2161054,,351618,,,0
HS,2019,201905,May 2019,6,1,1,Imports,76,Brazil,,0,World,,,,,,,,,470710,"Paper or paperboard; waste and scrap, of unbleached kraft paper or paperboard or of corrugated paper or paperboard",,,,,,,1253588,,227924,,,0
HS,2019,201903,March 2019,6,1,1,Imports,76,Brazil,,858,Uruguay,,,,,,,,,470710,"Paper or paperboard; waste and scrap, of unbleached kraft paper or paperboard or of corrugated paper or paperboard",,,,,,,204000,,39808,,,0
HS,2019,201909,September 2019,6,1,1,Imports,76,Brazil,,0,World,,,,,,,,,470710,"Paper or paperboard; waste and scrap, of unbleached kraft paper or paperboard or of corrugated paper or paperboard",,,,,,,686929,,94015,,,0
HS,2019,201905,May 2019,6,1,1,Imports,76,Brazil,,842,United States of America,,,,,,,,,470710,"Paper or paperboard; waste and scrap, of unbleached kraft paper or paperboard or of corrugated paper or paperboard",,,,,,,823048,,144920,,,0
HS,2019,201904,April 2019,6,1,1,Imports,76,Brazil,,842,United States of America,,,,,,,,,470710,"Paper or paperboard; waste and scrap, of unbleached kraft paper or paperboard or of corrugated paper or paperboard",,,,,,,91473,,23860,,,0
HS,2019,201911,November 2019,6,1,1,Imports,76,Brazil,,858,Uruguay,,,,,,,,,470710,"Paper or paperboard; waste and scrap, of unbleached kraft paper or paperboard or of corrugated paper or paperboard",,,,,,,26000,,3880,,,0
HS,2019,201911,November 2019,6,1,1,Imports,76,Brazil,,214,Dominican Rep.,,,,,,,,,470710,"Paper or paperboard; waste and scrap, of unbleached kraft paper or paperboard or of corrugated paper or paperboard",,,,,,,881160,,161698,,,0
HS,2019,201911,November 2019,6,1,1,Imports,76,Brazil,,591,Panama,,,,,,,,,470710,"Paper or paperboard; waste and scrap, of unbleached kraft paper or paperboard or of corrugated paper or paperboard",,,,,,,117390,,17774,,,0
HS,2019,201902,February 2019,6,1,1,Imports,76,Brazil,,858,Uruguay,,,,,,,,,470710,"Paper or paperboard; waste and scrap, of unbleached kraft paper or paperboard or of corrugated paper or paperboard",,,,,,,642000,,126119,,,0
HS,2019,201908,August 2019,6,1,1,Imports,76,Brazil,,842,United States of America,,,,,,,,,470710,"Paper or paperboard; waste and scrap, of unbleached kraft paper or paperboard or of corrugated paper or paperboard",,,,,,,1317153,,205519,,,0
HS,2019,201908,August 2019,6,1,1,Imports,76,Brazil,,0,World,,,,,,,,,470710,"Paper or paperboard; waste and scrap, of unbleached kraft paper or paperboard or of corrugated paper or paperboard",,,,,,,1317153,,205519,,,0
HS,2019,201912,December 2019,6,1,1,Imports,76,Brazil,,858,Uruguay,,,,,,,,,470710,"Paper or paperboard; waste and scrap, of unbleached kraft paper or paperboard or of corrugated paper or paperboard",,,,,,,26000,,3880,,,0
HS,2019,201904,April 2019,6,1,1,Imports,76,Brazil,,0,World,,,,,,,,,470710,"Paper or paperboard; waste and scrap, of unbleached kraft paper or paperboard or of corrugated paper or paperboard",,,,,,,720323,,134062,,,0
HS,2019,201902,February 2019,6,1,1,Imports,76,Brazil,,699,India,,,,,,,,,470710,"Paper or paperboard; waste and scrap, of unbleached kraft paper or paperboard or of corrugated paper or paperboard",,,,,,,969,,356,,,0
